Gem Type,Variety,Carat Weight (ct),Cut/Shape,Colour,Clarity,Treatments,Asking Price (LKR),Final Selling Price (if available),"Dimensions (LxWxH, mm)",Certification Status,Date
Citrine,Yellow,7.47,Mixed Brilliant Oval,Yellow,Very Slightly Included,Heat Treated,72800.0,,15.79 x 11.81 x 7.18,Certified by Natural Sapphire Company,2025-09-08
Citrine,Orangish Yellow,7.55,Mixed Brilliant Oval,Orangish Yellow,Very Slightly Included,Heat Treated,73775.0,,15.86 x 11.7 x 7.39,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,6.88,Mixed Brilliant Oval,Yellow,Very Slightly Included,Heat Treated,66950.0,,15.87 x 11.54 x 6.94,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,8.53,Mixed Brilliant Oval,Yellow,Eye Clean,Heat Treated,83200.0,,15.83 x 12.02 x 7.96,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,8.14,Mixed Brilliant Oval,Yellow,Very Slightly Included,Heat Treated,79300.0,,15.78 x 11.85 x 7.73,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,7.08,Mixed Brilliant Oval,Yellow,Very Slightly Included,Heat Treated,68900.0,,16.04 x 11.76 x 7.04,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,8.97,Mixed Brilliant Oval,Yellow,Very Slightly Included,Heat Treated,87425.0,,16.18 x 12.05 x 8.23,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,8.3,Mixed Brilliant Oval,Yellow,Very Slightly Included,Heat Treated,80925.0,,15.83 x 11.92 x 7.94,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,8.57,Mixed Brilliant Oval,Yellow,Very Slightly Included,Heat Treated,83525.0,,16.06 x 12.07 x 7.98,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,8.58,Mixed Brilliant Oval,Yellow,Very Slightly Included,Heat Treated,83525.0,,15.93 x 12.07 x 7.68,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,7.93,Mixed Brilliant Oval,Yellow,Very Slightly Included,Heat Treated,77350.0,,15.7 x 11.5 x 7.87,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,9.02,Mixed Brilliant Oval,Yellow,Very Slightly Included,Heat Treated,88075.0,,16.32 x 12.19 x 8.53,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,7.61,Mixed Brilliant Oval,Yellow,Very Slightly Included,Heat Treated,74100.0,,15.84 x 11.79 x 7.21,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,6.7,Mixed Brilliant Oval,Yellow,Very Slightly Included,Heat Treated,65325.0,,16.02 x 11.56 x 5.96,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,6.67,Mixed Brilliant Oval,Yellow,Very Slightly Included,Heat Treated,65000.0,,16.11 x 11.87 x 6.16,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,2.55,Mixed Brilliant Cushion,Purple,Very Slightly Included,Heat Treated,649675.0,,8.02 x 7.01 x 5.59,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,4.29,Mixed Brilliant Oval,Red,Very Very Slightly Included,No Enhancement,139425.0,,12.04 x 10.13 x 4.96,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,7.25,Mixed Brilliant Oval,Yellow,Very Slightly Included,Heat Treated,70850.0,,15.84 x 11.58 x 7.21,Certified by Natural Sapphire Company,2025-09-08
Topaz,Pink,3.33,Checkerboard Oval,Pink,Very Slightly Included,Vapor-Infused Coating,13000.0,,10.07 x 8.11 x 5.98,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,8.15,Mixed Brilliant Oval,Yellow,Very Slightly Included,Heat Treated,79625.0,,15.86 x 11.94 x 7.92,Certified by Natural Sapphire Company,2025-09-08
Topaz,Reddish Pink,3.31,Checkerboard Oval,Reddish Pink,Very Slightly Included,Vapor-Infused Coating,13000.0,,10.19 x 8.11 x 5.96,Certified by Natural Sapphire Company,2025-09-08
Topaz,Pink,3.5,Checkerboard Oval,Pink,Very Slightly Included,Vapor-Infused Coating,13650.0,,10.0 x 8.13 x 6.03,Certified by Natural Sapphire Company,2025-09-08
Topaz,Pink,2.91,Checkerboard Oval,Pink,Very Slightly Included,Vapor-Infused Coating,11375.0,,9.98 x 7.77 x 5.52,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,8.93,Mixed Brilliant Oval,Yellow,Very Slightly Included,Heat Treated,87100.0,,15.8 x 11.9 x 8.96,Certified by Natural Sapphire Company,2025-09-08
Amethyst,Purple,1.48,Mixed Brilliant Oval,Purple,Slightly Included,Heat Treated,5850.0,,8.88 x 6.92 x 3.79,Certified by Natural Sapphire Company,2025-09-08
Topaz,Pink,2.76,Checkerboard Oval,Pink,Very Slightly Included,Vapor-Infused Coating,10725.0,,10.01 x 7.84 x 5.15,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,1.53,Checkerboard Oval,Red,Very Slightly Included,Heat Treated,29900.0,,8.0 x 6.04 x 4.09,Certified by Natural Sapphire Company,2025-09-08
Topaz,Pink,3.24,Checkerboard Oval,Pink,Very Slightly Included,Vapor-Infused Coating,12675.0,,9.96 x 8.01 x 5.75,Certified by Natural Sapphire Company,2025-09-08
Amethyst,Purple,2.11,Checkerboard Oval,Purple,Very Slightly Included,Heat Treated,6825.0,,9.19 x 7.14 x 5.8,Certified by Natural Sapphire Company,2025-09-08
Amethyst,Purple,2.42,Checkerboard Oval,Purple,Very Slightly Included,Heat Treated,7800.0,,10.1 x 8.08 x 5.59,Certified by Natural Sapphire Company,2025-09-08
Amethyst,Purple,2.05,Checkerboard Oval,Purple,Very Slightly Included,Heat Treated,6825.0,,9.09 x 7.09 x 5.72,Certified by Natural Sapphire Company,2025-09-08
Amethyst,Purple,1.97,Checkerboard Oval,Purple,Very Slightly Included,Heat Treated,6500.0,,8.96 x 7.05 x 5.98,Certified by Natural Sapphire Company,2025-09-08
Amethyst,Purple,1.92,Checkerboard Oval,Purple,Very Slightly Included,Heat Treated,6175.0,,9.14 x 7.07 x 5.42,Certified by Natural Sapphire Company,2025-09-08
Amethyst,Purple,2.01,Checkerboard Oval,Purple,Very Slightly Included,Heat Treated,6500.0,,9.09 x 7.03 x 5.69,Certified by Natural Sapphire Company,2025-09-08
Amethyst,Purple,1.83,Checkerboard Oval,Purple,Very Slightly Included,Heat Treated,5850.0,,9.05 x 6.99 x 5.38,Certified by Natural Sapphire Company,2025-09-08
Amethyst,Purple,1.78,Checkerboard Oval,Purple,Very Slightly Included,Heat Treated,5850.0,,9.08 x 7.01 x 4.96,Certified by Natural Sapphire Company,2025-09-08
Spinel,Pinkish Purple,2.24,Mixed Brilliant Cushion,Pinkish Purple,Very Slightly Included,Heat Treated,261950.0,,7.67 x 7.33 x 5.03,Certified by Natural Sapphire Company,2025-09-08
Amethyst,Purple,1.81,Checkerboard Oval,Purple,Very Slightly Included,Heat Treated,5850.0,,8.97 x 6.94 x 5.62,Certified by Natural Sapphire Company,2025-09-08
Chrysoberyl,Yellowish Green,1.47,Mixed Brilliant Oval,Yellowish Green,Very Slightly Included,Heat Treated,79300.0,,8.03 x 6.04 x 4.0,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.9,Mixed Brilliant Round,Yellow,Slightly Included,Heat Treated,35100.0,,11.07 x 10.95 x 7.58,Certified by Natural Sapphire Company,2025-09-08
Amethyst,Purple,1.97,Checkerboard Oval,Purple,Very Slightly Included,Heat Treated,6500.0,,9.31 x 7.13 x 5.37,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,5.06,Mixed Brilliant Round,Yellow,Very Slightly Included,Heat Treated,36075.0,,11.72 x 11.62 x 6.76,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,2.63,Checkerboard Cushion,Red,Very Slightly Included,Heat Treated,77025.0,,9.03 x 7.08 x 4.54,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,3.86,Mixed Brilliant Round,Yellow,Slightly Included,Heat Treated,27625.0,,10.97 x 10.95 x 5.9,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,2.52,Checkerboard Cushion,Red,Very Slightly Included,Heat Treated,73775.0,,9.17 x 7.17 x 4.77,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,2.98,Checkerboard Cushion,Red,Very Slightly Included,Heat Treated,87100.0,,9.1 x 7.06 x 5.4,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,2.63,Checkerboard Round,Red,Very Slightly Included,Heat Treated,42900.0,,8.2 x 8.2 x 5.47,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,2.8,Checkerboard Round,Red,Very Slightly Included,Heat Treated,45500.0,,8.08 x 8.14 x 5.66,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,2.89,Checkerboard Cushion,Red,Very Slightly Included,Heat Treated,84500.0,,9.07 x 7.04 x 5.35,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,2.45,Checkerboard Round,Red,Very Slightly Included,Heat Treated,39650.0,,8.16 x 8.22 x 5.05,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,2.49,Checkerboard Cushion,Red,Very Slightly Included,Heat Treated,72800.0,,9.0 x 7.02 x 4.47,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,2.42,Checkerboard Round,Red,Very Slightly Included,Heat Treated,39325.0,,8.04 x 8.05 x 5.23,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,2.57,Checkerboard Round,Red,Very Slightly Included,Heat Treated,41600.0,,8.1 x 8.03 x 5.72,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,2.35,Checkerboard Round,Red,Eye Clean,Heat Treated,38350.0,,8.13 x 8.13 x 4.56,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,2.37,Checkerboard Round,Red,Very Slightly Included,Heat Treated,38350.0,,8.02 x 8.03 x 5.1,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,2.2,Checkerboard Round,Red,Very Slightly Included,Heat Treated,35750.0,,8.03 x 8.07 x 4.89,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,2.08,Checkerboard Cushion,Red,Very Slightly Included,Heat Treated,60775.0,,9.15 x 7.2 x 3.92,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,2.51,Checkerboard Cushion,Red,Very Slightly Included,Heat Treated,73450.0,,9.05 x 7.1 x 4.34,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,2.38,Checkerboard Cushion,Red,Very Slightly Included,Heat Treated,69550.0,,9.1 x 7.23 x 4.42,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,2.31,Checkerboard Cushion,Red,Very Slightly Included,Heat Treated,67600.0,,9.12 x 7.21 x 4.11,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,2.29,Checkerboard Cushion,Red,Very Slightly Included,Heat Treated,66950.0,,9.05 x 7.1 x 3.96,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.31,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,41925.0,,14.07 x 9.71 x 6.18,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.03,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,39325.0,,15.1 x 9.99 x 5.08,Certified by Natural Sapphire Company,2025-09-08
Zircon,Brown,2.6,Mixed Brilliant Oval,Brown,Very Slightly Included,No Enhancement,33800.0,,8.55 x 6.77 x 4.65,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,2.17,Checkerboard Cushion,Red,Very Slightly Included,Heat Treated,63375.0,,9.12 x 7.21 x 3.92,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.58,Modified Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,44525.0,,15.06 x 9.92 x 6.02,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.62,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,45175.0,,15.11 x 9.98 x 5.49,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,5.13,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,50050.0,,15.31 x 9.93 x 6.98,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.26,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,41600.0,,14.93 x 9.78 x 5.69,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.83,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,47125.0,,15.19 x 9.92 x 6.2,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.65,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,45500.0,,14.89 x 9.95 x 6.22,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.32,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,42250.0,,14.96 x 9.9 x 5.65,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.46,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,43550.0,,15.19 x 9.92 x 5.62,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,5.02,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,49075.0,,15.04 x 10.0 x 6.42,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.29,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,41925.0,,14.58 x 9.81 x 5.73,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.21,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,40950.0,,14.97 x 9.67 x 5.74,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.88,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,47450.0,,15.09 x 9.83 x 6.33,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,5.01,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,48750.0,,15.17 x 9.98 x 6.61,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.72,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,46150.0,,14.87 x 9.77 x 6.45,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.58,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,44525.0,,15.19 x 9.86 x 6.0,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,3.97,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,38675.0,,14.72 x 9.75 x 5.54,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.39,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,42900.0,,14.97 x 9.99 x 5.84,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.81,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,46800.0,,15.07 x 9.98 x 6.16,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,5.32,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,52000.0,,15.18 x 9.91 x 6.84,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,5.19,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,50700.0,,15.29 x 10.02 x 6.44,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,5.07,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,49400.0,,15.26 x 9.88 x 6.59,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,3.95,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,38675.0,,14.64 x 9.92 x 5.54,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.16,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,40625.0,,14.85 x 9.93 x 5.22,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.92,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,48100.0,,14.9 x 9.83 x 6.61,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.6,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,44850.0,,15.13 x 9.96 x 5.79,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.55,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,44525.0,,15.2 x 9.94 x 5.97,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.51,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,43875.0,,14.76 x 9.89 x 5.72,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.36,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,42575.0,,14.98 x 9.79 x 6.11,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.6,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,44850.0,,14.59 x 9.93 x 6.04,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.8,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,46800.0,,15.09 x 9.82 x 6.33,Certified by Natural Sapphire Company,2025-09-08
Citrine,Orangish Yellow,4.73,Mixed Brilliant Pear,Orangish Yellow,Very Slightly Included,Heat Treated,46150.0,,14.96 x 9.93 x 6.12,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.75,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,46475.0,,15.14 x 9.77 x 6.29,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.35,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,42575.0,,15.06 x 9.8 x 5.8,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.05,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,39650.0,,14.84 x 9.91 x 5.08,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.98,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,48425.0,,15.15 x 9.96 x 6.11,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.08,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,39650.0,,14.17 x 9.8 x 5.52,Certified by Natural Sapphire Company,2025-09-08
Citrine,Orangish Yellow,4.08,Mixed Brilliant Pear,Orangish Yellow,Very Slightly Included,Heat Treated,39650.0,,15.13 x 9.89 x 5.21,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.28,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,41600.0,,15.14 x 9.59 x 5.86,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.59,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,44850.0,,14.89 x 9.88 x 5.9,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.48,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,43550.0,,14.25 x 9.89 x 6.13,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,5.11,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,49725.0,,15.17 x 9.86 x 6.42,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.11,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,39975.0,,14.84 x 9.96 x 5.33,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.49,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,43875.0,,15.04 x 9.94 x 5.86,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.32,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,42250.0,,15.07 x 9.96 x 5.39,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.93,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,48100.0,,15.09 x 9.92 x 6.52,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,3.86,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,37700.0,,13.68 x 9.61 x 5.78,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,3.25,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,31850.0,,15.25 x 9.87 x 4.07,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,3.7,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,36075.0,,14.07 x 9.84 x 4.99,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.38,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,42575.0,,14.94 x 10.04 x 5.74,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.6,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,44850.0,,15.07 x 9.82 x 5.81,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,5.11,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,49725.0,,15.16 x 9.89 x 6.54,Certified by Natural Sapphire Company,2025-09-08
Citrine,Orangish Yellow,4.2,Mixed Brilliant Pear,Orangish Yellow,Very Slightly Included,Heat Treated,40950.0,,14.52 x 9.75 x 5.93,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.69,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,45825.0,,15.09 x 9.95 x 6.31,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellowish Orange,4.27,Mixed Brilliant Pear,Yellowish Orange,Very Slightly Included,Heat Treated,41600.0,,15.05 x 10.08 x 5.45,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.36,Mixed Brilliant Pear,Yellow,Eye Clean,Heat Treated,42575.0,,14.85 x 9.65 x 6.1,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,3.98,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,38675.0,,14.86 x 9.79 x 5.23,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellowish Orange,4.84,Mixed Brilliant Pear,Yellowish Orange,Very Slightly Included,Heat Treated,47125.0,,15.19 x 9.79 x 6.42,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,5.0,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,48750.0,,15.11 x 9.8 x 6.55,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,5.67,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,55250.0,,16.11 x 10.58 x 6.57,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.46,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,43550.0,,14.94 x 9.83 x 5.73,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.58,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,44525.0,,14.39 x 9.75 x 6.16,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,5.12,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,50050.0,,15.2 x 10.04 x 6.42,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.63,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,45175.0,,15.08 x 9.93 x 6.22,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.09,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,39975.0,,14.79 x 9.91 x 5.5,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.54,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,44200.0,,15.15 x 9.92 x 5.9,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.37,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,42575.0,,14.91 x 9.68 x 6.07,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.44,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,43225.0,,14.59 x 9.64 x 5.85,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.47,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,43550.0,,14.87 x 9.96 x 5.99,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,3.95,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,38675.0,,14.94 x 9.79 x 5.3,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.36,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,42575.0,,14.91 x 10.12 x 5.42,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.94,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,48100.0,,15.22 x 9.86 x 6.33,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,5.09,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,49725.0,,15.15 x 9.78 x 6.82,Certified by Natural Sapphire Company,2025-09-08
Citrine,Orangish Yellow,3.96,Mixed Brilliant Pear,Orangish Yellow,Very Slightly Included,Heat Treated,38675.0,,14.82 x 9.63 x 5.47,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,5.26,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,51350.0,,14.98 x 9.76 x 6.77,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.75,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,46475.0,,14.9 x 9.69 x 6.52,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.45,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,43550.0,,14.87 x 9.75 x 5.96,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.06,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,39650.0,,14.11 x 9.89 x 5.65,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.17,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,40625.0,,14.21 x 9.86 x 5.98,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.21,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,40950.0,,14.94 x 9.84 x 5.51,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.12,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,40300.0,,14.69 x 9.74 x 5.81,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.01,Mixed Brilliant Pear,Yellow,Eye Clean,Heat Treated,39000.0,,14.98 x 9.65 x 5.31,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.84,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,47125.0,,15.19 x 9.97 x 6.27,Certified by Natural Sapphire Company,2025-09-08
Citrine,Orangish Yellow,4.48,Mixed Brilliant Pear,Orangish Yellow,Very Slightly Included,Heat Treated,43550.0,,15.21 x 9.89 x 5.29,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.43,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,43225.0,,15.15 x 10.0 x 5.43,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.46,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,43550.0,,15.1 x 10.02 x 5.54,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.59,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,44850.0,,15.13 x 9.83 x 6.16,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.69,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,45825.0,,15.08 x 9.74 x 6.33,Certified by Natural Sapphire Company,2025-09-08
