Gem Type,Variety,Carat Weight (ct),Cut/Shape,Colour,Clarity,Treatments,Asking Price (LKR),Final Selling Price (if available),"Dimensions (LxWxH, mm)",Certification Status,Date
Citrine,Yellow,4.47,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,43550.0,,14.81 x 9.87 x 5.9,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.16,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,40625.0,,14.8 x 10.03 x 5.41,Certified by Natural Sapphire Company,2025-09-08
Citrine,Orangish Yellow,5.2,Mixed Brilliant Pear,Orangish Yellow,Very Slightly Included,Heat Treated,50700.0,,15.12 x 9.94 x 6.99,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.63,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,45175.0,,15.02 x 9.94 x 6.18,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,5.21,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,50700.0,,15.02 x 10.14 x 6.79,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellowish Orange,4.96,Mixed Brilliant Pear,Yellowish Orange,Very Slightly Included,Heat Treated,48425.0,,15.06 x 10.04 x 6.24,Certified by Natural Sapphire Company,2025-09-08
Citrine,Orangish Yellow,4.43,Mixed Brilliant Pear,Orangish Yellow,Very Slightly Included,Heat Treated,43225.0,,14.94 x 9.94 x 5.98,Certified by Natural Sapphire Company,2025-09-08
Cobalt Spinel,Greenish Blue,1.28,Mixed Brilliant Oval,Greenish Blue,Very Very Slightly Included,No Enhancement,416000.0,,6.8 x 6.37 x 3.74,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,2.3,Checkerboard Cushion,Red,Very Slightly Included,Heat Treated,67275.0,,9.17 x 7.12 x 4.26,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.4,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,42900.0,,14.93 x 9.83 x 5.86,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.79,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,46800.0,,14.96 x 9.77 x 6.62,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,4.76,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,46475.0,,15.33 x 10.0 x 5.88,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,3.68,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,35750.0,,14.0 x 9.74 x 5.31,Certified by Natural Sapphire Company,2025-09-08
Citrine,Orangish Yellow,3.73,Mixed Brilliant Pear,Orangish Yellow,Very Slightly Included,Heat Treated,36400.0,,15.07 x 9.73 x 4.79,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,2.34,Emerald Cut Emerald Cut,Purple,Very Slightly Included,Heat Treated,304200.0,,8.85 x 6.46 x 4.47,Certified by Natural Sapphire Company,2025-09-08
Spinel,Blue,1.59,Mixed Brilliant Heart,Blue,Very Very Slightly Included,No Enhancement,155025.0,,7.34 x 6.97 x 4.36,Certified by Natural Sapphire Company,2025-09-08
Spinel,Pink,0.86,Mixed Brilliant Round,Pink,Eye Clean,No Enhancement,83850.0,,5.92 x 5.87 x 3.82,Certified by Natural Sapphire Company,2025-09-08
Zircon,Pinkish Brown,2.03,Mixed Brilliant Cushion,Pinkish Brown,Very Slightly Included,Heat Treated,59475.0,,7.65 x 6.23 x 3.72,Certified by Natural Sapphire Company,2025-09-08
Spinel,Pinkish Purple,4.02,Emerald Cut Emerald Cut,Pinkish Purple,Very Slightly Included,Heat Treated,391950.0,,11.98 x 8.84 x 3.55,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,2.38,Checkerboard Trillion,Red,Very Slightly Included,Heat Treated,38675.0,,8.27 x 8.21 x 4.99,Certified by Natural Sapphire Company,2025-09-08
Almandine Garnet,Purplish Red,1.43,Mixed Brilliant Round,Purplish Red,Very Slightly Included,No Enhancement,46475.0,,7.05 x 7.07 x 4.17,Certified by Natural Sapphire Company,2025-09-08
Spinel,Blue,1.29,Emerald Cut Emerald Cut,Blue,Very Slightly Included,Heat Treated,167700.0,,6.63 x 5.62 x 3.92,Certified by Natural Sapphire Company,2025-09-08
Spinel,Pinkish Purple,0.94,Mixed Brilliant Pear,Pinkish Purple,Eye Clean,No Enhancement,91650.0,,8.13 x 5.43 x 3.32,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,3.97,Mixed Brilliant Pear,Yellow,Very Slightly Included,Heat Treated,38675.0,,15.03 x 9.75 x 5.33,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,1.38,Emerald Cut Emerald Cut,Yellow,Very Slightly Included,Heat Treated,7150.0,,7.96 x 6.06 x 3.75,Certified by Natural Sapphire Company,2025-09-08
Garnet,Orangish Red,2.4,Emerald Cut Emerald Cut,Orangish Red,Very Slightly Included,No Enhancement,62400.0,,7.96 x 6.49 x 4.84,Certified by Natural Sapphire Company,2025-09-08
Topaz,Pink,2.01,Checkerboard Emerald Cut,Pink,Very Slightly Included,Vapor-Infused Coating,5200.0,,8.11 x 6.17 x 4.23,Certified by Natural Sapphire Company,2025-09-08
Spinel,Color Change,2.31,Emerald Cut Emerald Cut,Color Change,Very Slightly Included,Heat Treated,600600.0,,8.62 x 6.74 x 4.57,Certified by Natural Sapphire Company,2025-09-08
Tourmaline,Green,1.94,Emerald Cut Emerald Cut,Green,Eye Clean,Heat Treated,88400.0,,8.23 x 6.14 x 4.16,Certified by Natural Sapphire Company,2025-09-08
Topaz,Blue,0.65,Emerald Cut Emerald Cut,Blue,Very Very Slightly Included,Irradiation,8450.0,,6.03 x 4.02 x 2.91,Certified by Natural Sapphire Company,2025-09-08
Spinel,Orangish Red,2.06,Mixed Brilliant Cushion,Orangish Red,Very Slightly Included,Heat Treated,1205100.0,,8.41 x 6.85 x 4.29,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purplish Pink,4.62,Emerald Cut Emerald Cut,Purplish Pink,Very Slightly Included,No Enhancement,5105100.0,,10.03 x 8.25 x 6.43,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,20.41,Emerald Cut Emerald Cut,Red,Very Slightly Included,Heat Treated,398125.0,,19.05 x 13.71 x 6.23,Certified by Natural Sapphire Company,2025-09-08
Spinel,Violet,1.04,Princess Cut Princess,Violet,Very Very Slightly Included,No Enhancement,219700.0,,6.17 x 5.58 x 3.52,Certified by Natural Sapphire Company,2025-09-08
Spinel,Blue,2.03,Mixed Brilliant Oval,Blue,Very Slightly Included,No Enhancement,131950.0,,9.08 x 7.08 x 4.38,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,6.96,Emerald Cut Emerald Cut,Yellow,Very Slightly Included,Heat Treated,54275.0,,13.92 x 9.76 x 6.77,Certified by Natural Sapphire Company,2025-09-08
Zircon,Greenish Yellow,4.48,Mixed Brilliant Oval,Greenish Yellow,Slightly Included,No Enhancement,130975.0,,10.97 x 8.07 x 5.78,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,2.41,Checkerboard Round,Red,Very Slightly Included,Heat Treated,39000.0,,8.06 x 8.02 x 5.2,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,2.18,Checkerboard Round,Red,Very Slightly Included,Heat Treated,35425.0,,8.08 x 8.14 x 4.76,Certified by Natural Sapphire Company,2025-09-08
Chrysoberyl,Greenish Yellow,2.08,Asscher Asscher - Octagon,Greenish Yellow,Eye Clean,No Enhancement,208000.0,,7.2 x 6.42 x 4.75,Certified by Natural Sapphire Company,2025-09-08
Spinel,Pink,0.65,Mixed Brilliant Pear,Pink,Eye Clean,No Enhancement,74100.0,,7.31 x 5.04 x 2.69,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,3.12,Mixed Brilliant Pear,Yellow,Eye Clean,Heat Treated,22100.0,,12.72 x 8.57 x 5.64,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellow,5.78,Mixed Brilliant Pear,Yellow,Eye Clean,No Enhancement,45175.0,,15.15 x 10.26 x 7.27,Certified by Natural Sapphire Company,2025-09-08
Chrysoberyl,Greenish Yellow,2.03,Radiant Cut Radiant,Greenish Yellow,Very Slightly Included,No Enhancement,79300.0,,8.91 x 6.54 x 4.04,Certified by Natural Sapphire Company,2025-09-08
Zircon,Green,1.34,Mixed Brilliant Oval,Green,Very Slightly Included,No Enhancement,47775.0,,7.92 x 5.81 x 3.5,Certified by Natural Sapphire Company,2025-09-08
Rhodolite Garnet,Purple,1.88,Mixed Brilliant Round,Purple,Very Very Slightly Included,No Enhancement,122200.0,,7.2 x 7.14 x 5.1,Certified by Natural Sapphire Company,2025-09-08
Chrysoberyl,Yellowish Green,1.85,Mixed Brilliant Oval,Yellowish Green,Very Slightly Included,No Enhancement,149175.0,,10.14 x 7.16 x 3.69,Certified by Natural Sapphire Company,2025-09-08
Spinel,Violet,0.81,Mixed Brilliant Oval,Violet,Eye Clean,No Enhancement,78975.0,,6.19 x 4.73 x 3.72,Certified by Natural Sapphire Company,2025-09-08
Amethyst,Purple,2.18,Trillion Cut Trillion,Purple,Very Slightly Included,Heat Treated,7150.0,,9.06 x 9.05 x 5.95,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purplish Pink,1.66,Mixed Brilliant Cushion,Purplish Pink,Very Slightly Included,No Enhancement,166075.0,,8.11 x 5.43 x 4.18,Certified by Natural Sapphire Company,2025-09-08
Almandine Garnet,Red,1.31,Emerald Cut Emerald Cut,Red,Very Slightly Included,No Enhancement,42575.0,,7.89 x 5.72 x 3.0,Certified by Natural Sapphire Company,2025-09-08
Spinel,Violet,1.05,Mixed Brilliant Heart,Violet,Very Slightly Included,No Enhancement,201500.0,,6.05 x 6.92 x 3.7,Certified by Natural Sapphire Company,2025-09-08
Spinel,Blue,1.48,Mixed Brilliant Round,Blue,Eye Clean,No Enhancement,144300.0,,6.96 x 6.96 x 4.47,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,0.46,Mixed Brilliant Round,Purple,Very Very Slightly Included,No Enhancement,9750.0,,4.58 x 4.59 x 3.14,Certified by Natural Sapphire Company,2025-09-08
Amethyst,Purple,2.17,Trillion Cut Trillion,Purple,Slightly Included,Heat Treated,7150.0,,8.93 x 9.29 x 5.77,Certified by Natural Sapphire Company,2025-09-08
Spinel,Pinkish Purple,0.84,Mixed Brilliant Round,Pinkish Purple,Eye Clean,No Enhancement,81900.0,,5.76 x 5.82 x 3.7,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,0.85,Mixed Brilliant Oval,Purple,Eye Clean,No Enhancement,82875.0,,6.86 x 5.28 x 3.26,Certified by Natural Sapphire Company,2025-09-08
Amethyst,Purple,2.21,Trillion Cut Trillion,Purple,Very Slightly Included,Heat Treated,7150.0,,9.07 x 9.15 x 5.47,Certified by Natural Sapphire Company,2025-09-08
Rhodolite Garnet,Purplish Pink,2.53,Emerald Cut Emerald Cut,Purplish Pink,Very Slightly Included,No Enhancement,164450.0,,8.53 x 6.55 x 4.72,Certified by Natural Sapphire Company,2025-09-08
Amethyst,Purple,2.12,Trillion Cut Trillion,Purple,Very Slightly Included,Heat Treated,6825.0,,9.13 x 9.11 x 5.8,Certified by Natural Sapphire Company,2025-09-08
Spinel,Blue,0.92,Emerald Cut Emerald Cut,Blue,Very Slightly Included,No Enhancement,26975.0,,6.96 x 4.63 x 3.14,Certified by Natural Sapphire Company,2025-09-08
Tourmaline,Brown,14.54,Step Cut Emerald Cut,Brown,Eye Clean,No Enhancement,283400.0,,16.5 x 12.51 x 8.28,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,2.33,Mixed Brilliant Oval,Red,Very Slightly Included,No Enhancement,60450.0,,8.22 x 7.56 x 4.87,Certified by Natural Sapphire Company,2025-09-08
Amethyst,Purple,2.06,Trillion Cut Trillion,Purple,Very Slightly Included,Heat Treated,6825.0,,9.03 x 9.35 x 5.41,Certified by Natural Sapphire Company,2025-09-08
Amethyst,Purple,2.04,Trillion Cut Trillion,Purple,Very Slightly Included,Heat Treated,6500.0,,8.99 x 9.08 x 5.55,Certified by Natural Sapphire Company,2025-09-08
Tourmaline,Pinkish Brown,2.34,Emerald Cut Emerald Cut,Pinkish Brown,Eye Clean,Heat Treated,76050.0,,11.56 x 5.77 x 3.93,Certified by Natural Sapphire Company,2025-09-08
Amethyst,Purple,2.12,Trillion Cut Trillion,Purple,Very Slightly Included,Heat Treated,6825.0,,9.0 x 9.17 x 5.6,Certified by Natural Sapphire Company,2025-09-08
Alexandrite,Green to Brownish Yellow,3.51,Mixed Brilliant Heart,Green to Brownish Yellow,Eye Clean,No Enhancement,2405000.0,,9.25 x 10.33 x 5.21,Certified by Natural Sapphire Company,2025-09-08
Amethyst,Purple,2.07,Trillion Cut Trillion,Purple,Slightly Included,Heat Treated,6825.0,,9.0 x 9.27 x 5.62,Certified by Natural Sapphire Company,2025-09-08
Amethyst,Purple,2.2,Trillion Cut Trillion,Purple,Very Slightly Included,Heat Treated,7150.0,,8.91 x 9.18 x 5.87,Certified by Natural Sapphire Company,2025-09-08
Spinel,Pinkish Purple,1.42,Mixed Brilliant Cushion,Pinkish Purple,Very Very Slightly Included,No Enhancement,138450.0,,7.0 x 6.36 x 3.87,Certified by Natural Sapphire Company,2025-09-08
Amethyst,Purple,2.07,Trillion Cut Trillion,Purple,Slightly Included,Heat Treated,6825.0,,8.94 x 9.24 x 5.48,Certified by Natural Sapphire Company,2025-09-08
Zircon,Green,1.03,Mixed Brilliant Oval,Green,Very Slightly Included,No Enhancement,10075.0,,7.17 x 4.86 x 3.32,Certified by Natural Sapphire Company,2025-09-08
Amethyst,Purple,2.02,Trillion Cut Trillion,Purple,Very Slightly Included,Heat Treated,6500.0,,9.09 x 9.2 x 5.56,Certified by Natural Sapphire Company,2025-09-08
Spinel,Blue,0.69,Emerald Cut Emerald Cut,Blue,Very Slightly Included,No Enhancement,35750.0,,6.52 x 4.15 x 2.71,Certified by Natural Sapphire Company,2025-09-08
Chrysoberyl,Yellowish Green,2.06,Cabochon Oval,Yellowish Green,Very Slightly Included,No Enhancement,133900.0,,8.0 x 6.34 x 4.92,Certified by Natural Sapphire Company,2025-09-08
Spinel,Blue,1.1,Mixed Brilliant Pear,Blue,Eye Clean,No Enhancement,107250.0,,7.62 x 5.58 x 3.56,Certified by Natural Sapphire Company,2025-09-08
Chrysoberyl,Greenish Yellow,2.09,Cabochon Oval,Greenish Yellow,Slightly Included,Heat Treated,543400.0,,8.32 x 6.2 x 4.0,Certified by Natural Sapphire Company,2025-09-08
Amethyst,Purple,2.11,Trillion Cut Trillion,Purple,Very Slightly Included,Heat Treated,6825.0,,9.01 x 9.26 x 5.71,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,2.36,Checkerboard Cushion,Red,Very Slightly Included,Heat Treated,68900.0,,9.05 x 6.98 x 4.24,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,0.78,Mixed Brilliant Oval,Red,Very Very Slightly Included,No Enhancement,20150.0,,7.05 x 5.08 x 2.78,Certified by Natural Sapphire Company,2025-09-08
Chrysoberyl,Brown,3.59,Cabochon Oval,Brown,Very Slightly Included,Heat Treated,1050075.0,,9.58 x 6.52 x 5.81,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,1.08,Mixed Brilliant Round,Purple,Very Very Slightly Included,No Enhancement,122850.0,,6.47 x 6.4 x 3.81,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,2.54,Mixed Brilliant Cushion,Red,Eye Clean,No Enhancement,123825.0,,8.1 x 7.82 x 4.91,Certified by Natural Sapphire Company,2025-09-08
Garnet,Purplish Pink,3.37,Emerald Cut Emerald Cut,Purplish Pink,Very Very Slightly Included,No Enhancement,547625.0,,9.83 x 6.99 x 4.93,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purplish Pink,2.13,Emerald Cut Emerald Cut,Purplish Pink,Very Slightly Included,No Enhancement,130000.0,,8.69 x 5.88 x 3.91,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,0.96,Mixed Brilliant Oval,Purple,Very Very Slightly Included,No Enhancement,93600.0,,6.61 x 5.27 x 3.75,Certified by Natural Sapphire Company,2025-09-08
Moonstone,Black,11.66,Cabochon Oval,Black,Very Very Slightly Included,No Enhancement,38025.0,,17.24 x 14.92 x 6.79,Certified by Natural Sapphire Company,2025-09-08
Moonstone,Peach,12.97,Cabochon Oval,Peach,Very Slightly Included,No Enhancement,42250.0,,18.56 x 12.33 x 8.49,Certified by Natural Sapphire Company,2025-09-08
Zircon,Green,3.8,Mixed Brilliant Oval,Green,Very Slightly Included,No Enhancement,98800.0,,9.48 x 7.75 x 6.55,Certified by Natural Sapphire Company,2025-09-08
Spinel,Greenish Blue,1.24,Mixed Brilliant Cushion,Greenish Blue,Very Very Slightly Included,No Enhancement,161200.0,,7.47 x 5.14 x 3.96,Certified by Natural Sapphire Company,2025-09-08
Beryl,Green,17.29,Radiant Cut Radiant,Green,Very Slightly Included,No Enhancement,337025.0,,19.26 x 13.48 x 8.76,Certified by Natural Sapphire Company,2025-09-08
Cobalt Spinel,Greenish Blue,2.27,Mixed Brilliant Cushion,Greenish Blue,Very Slightly Included,No Enhancement,516425.0,,7.21 x 6.48 x 4.73,Certified by Natural Sapphire Company,2025-09-08
Zircon,Pinkish Brown,1.45,Mixed Brilliant Marquise,Pinkish Brown,Very Slightly Included,No Enhancement,9425.0,,10.24 x 4.7 x 3.39,Certified by Natural Sapphire Company,2025-09-08
Moonstone,Brown,11.58,Cabochon Oval,Brown,Very Slightly Included,No Enhancement,37700.0,,16.83 x 13.69 x 6.95,Certified by Natural Sapphire Company,2025-09-08
Spinel,Bluish Purple,1.05,Mixed Brilliant Oval,Bluish Purple,Eye Clean,No Enhancement,47775.0,,6.72 x 5.17 x 3.95,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,2.51,Checkerboard Round,Red,Very Slightly Included,Heat Treated,40950.0,,8.08 x 8.11 x 5.2,Certified by Natural Sapphire Company,2025-09-08
Chrysoberyl,Greenish Yellow,4.89,Emerald Cut Emerald Cut,Greenish Yellow,Very Slightly Included,No Enhancement,476775.0,,11.59 x 7.87 x 5.02,Certified by Natural Sapphire Company,2025-09-08
Spinel,Pink,1.05,Emerald Cut Emerald Cut,Pink,Eye Clean,No Enhancement,68250.0,,7.27 x 4.79 x 3.22,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,3.03,Emerald Cut Emerald Cut,Purple,Very Slightly Included,No Enhancement,295425.0,,9.32 x 6.12 x 5.23,Certified by Natural Sapphire Company,2025-09-08
Tourmaline,Green,8.96,Emerald Cut Emerald Cut,Green,Eye Clean,No Enhancement,1346800.0,,12.97 x 11.3 x 8.91,Certified by Natural Sapphire Company,2025-09-08
Spinel,Violet,2.08,Asscher Asscher - Octagon,Violet,Very Slightly Included,No Enhancement,135200.0,,6.55 x 6.52 x 5.22,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,2.12,Emerald Cut Emerald Cut,Purple,Very Slightly Included,No Enhancement,137800.0,,8.31 x 5.9 x 4.52,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purplish Pink,1.83,Mixed Brilliant Pear,Purplish Pink,Eye Clean,No Enhancement,59475.0,,9.06 x 5.68 x 4.93,Certified by Natural Sapphire Company,2025-09-08
Spinel,Pinkish Purple,1.28,Emerald Cut Emerald Cut,Pinkish Purple,Very Slightly Included,No Enhancement,25025.0,,7.65 x 5.11 x 3.61,Certified by Natural Sapphire Company,2025-09-08
Spinel,Blue,0.86,Mixed Brilliant Cushion,Blue,Very Very Slightly Included,No Enhancement,66950.0,,6.2 x 5.51 x 3.32,Certified by Natural Sapphire Company,2025-09-08
Zircon,Brown,2.24,Mixed Brilliant Pear,Brown,Very Slightly Included,No Enhancement,29250.0,,8.79 x 6.98 x 4.29,Certified by Natural Sapphire Company,2025-09-08
Moonstone,Grey,31.95,Cabochon Oval,Grey,Eye Clean,No Enhancement,145275.0,,17.56 x 16.26 x 15.29,Certified by Natural Sapphire Company,2025-09-08
Zircon,Yellowish Brown,2.21,Mixed Brilliant Pear,Yellowish Brown,Eye Clean,Heat Treated,28600.0,,9.36 x 6.61 x 3.87,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,1.05,Emerald Cut Emerald Cut,Purple,Very Slightly Included,No Enhancement,20475.0,,6.92 x 4.73 x 3.43,Certified by Natural Sapphire Company,2025-09-08
Spinel,Blue,1.33,Emerald Cut Emerald Cut,Blue,Slightly Included,No Enhancement,26000.0,,7.06 x 5.06 x 3.96,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,1.29,Emerald Cut Emerald Cut,Purple,Slightly Included,No Enhancement,41925.0,,6.85 x 5.09 x 3.97,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,2.3,Emerald Cut Emerald Cut,Purple,Very Slightly Included,No Enhancement,149500.0,,7.91 x 5.81 x 4.99,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,1.58,Emerald Cut Emerald Cut,Purple,Very Slightly Included,No Enhancement,102700.0,,7.93 x 5.65 x 3.83,Certified by Natural Sapphire Company,2025-09-08
Spinel,Violet,5.6,Mixed Brilliant Cushion,Violet,Slightly Included,No Enhancement,2020200.0,,11.27 x 8.87 x 6.67,Certified by Natural Sapphire Company,2025-09-08
Tourmaline,Green,0.66,Princess Cut Princess,Green,Very Very Slightly Included,No Enhancement,64350.0,,4.9 x 4.91 x 3.73,Certified by Natural Sapphire Company,2025-09-08
Tourmaline,Pinkish Brown,0.52,Mixed Brilliant Round,Pinkish Brown,Eye Clean,No Enhancement,33800.0,,4.99 x 5.01 x 3.53,Certified by Natural Sapphire Company,2025-09-08
Spinel,Blue,0.75,Mixed Brilliant Oval,Blue,Eye Clean,No Enhancement,58500.0,,6.35 x 5.13 x 3.38,Certified by Natural Sapphire Company,2025-09-08
Moonstone,White,4.75,Cabochon Round,White,Very Slightly Included,No Enhancement,15600.0,,10.1 x 9.66 x 6.26,Certified by Natural Sapphire Company,2025-09-08
Cobalt Spinel,Blue,5.15,Mixed Brilliant Cushion,Blue,Very Slightly Included,No Enhancement,9665825.0,,10.04 x 9.26 x 7.1,Certified by Natural Sapphire Company,2025-09-08
Almandine Garnet,Red,5.53,Mixed Brilliant Fancy,Red,Eye Clean,No Enhancement,269750.0,,11.06 x 9.76 x 7.53,Certified by Natural Sapphire Company,2025-09-08
Tourmaline,Green,0.53,Mixed Brilliant Round,Green,Eye Clean,No Enhancement,17225.0,,5.02 x 5.04 x 3.57,Certified by Natural Sapphire Company,2025-09-08
Spinel,Blue,1.01,Mixed Brilliant Oval,Blue,Eye Clean,No Enhancement,78650.0,,6.49 x 5.72 x 3.64,Certified by Natural Sapphire Company,2025-09-08
Spinel,Violet,0.87,Mixed Brilliant Oval,Violet,Very Slightly Included,No Enhancement,67925.0,,6.47 x 4.91 x 3.71,Certified by Natural Sapphire Company,2025-09-08
Spinel,Pinkish Purple,1.14,Mixed Brilliant Oval,Pinkish Purple,Very Slightly Included,No Enhancement,227500.0,,6.64 x 6.0 x 4.37,Certified by Natural Sapphire Company,2025-09-08
